antecedents,consequents,support,confidence,lift,leverage,conviction,antecedent_len,consequent_len,combo_len
frozenset({'ACCESS_NETWORK_STATE'}),frozenset({'INTERNET'}),0.9102564102564102,1.0,1.0129870129870129,0.011669953977646252,inf,1,1,2
frozenset({'WAKE_LOCK'}),frozenset({'INTERNET'}),0.8461538461538461,1.0,1.0129870129870129,0.010848126232741562,inf,1,1,2
"frozenset({'ACCESS_NETWORK_STATE', 'WAKE_LOCK'})",frozenset({'INTERNET'}),0.8333333333333334,1.0,1.0129870129870129,0.010683760683760646,inf,2,1,3
frozenset({'WAKE_LOCK'}),frozenset({'ACCESS_NETWORK_STATE'}),0.8333333333333334,0.9848484848484849,1.0819462227912933,0.0631163708086786,5.92307692307693,1,1,2
"frozenset({'WAKE_LOCK', 'INTERNET'})",frozenset({'ACCESS_NETWORK_STATE'}),0.8333333333333334,0.9848484848484849,1.0819462227912933,0.0631163708086786,5.92307692307693,2,1,3
frozenset({'WAKE_LOCK'}),"frozenset({'ACCESS_NETWORK_STATE', 'INTERNET'})",0.8333333333333334,0.9848484848484849,1.0819462227912933,0.0631163708086786,5.92307692307693,1,2,3
frozenset({'ACCESS_NETWORK_STATE'}),frozenset({'WAKE_LOCK'}),0.8333333333333334,0.9154929577464789,1.0819462227912933,0.0631163708086786,1.8205128205128207,1,1,2
"frozenset({'ACCESS_NETWORK_STATE', 'INTERNET'})",frozenset({'WAKE_LOCK'}),0.8333333333333334,0.9154929577464789,1.0819462227912933,0.0631163708086786,1.8205128205128207,2,1,3
frozenset({'ACCESS_NETWORK_STATE'}),"frozenset({'WAKE_LOCK', 'INTERNET'})",0.8333333333333334,0.9154929577464789,1.0819462227912933,0.0631163708086786,1.8205128205128207,1,2,3
frozenset({'INTERNET'}),frozenset({'ACCESS_NETWORK_STATE'}),0.9102564102564102,0.922077922077922,1.0129870129870129,0.011669953977646252,1.1517094017094016,1,1,2
frozenset({'INTERNET'}),frozenset({'WAKE_LOCK'}),0.8461538461538461,0.8571428571428571,1.0129870129870129,0.010848126232741562,1.0769230769230766,1,1,2
frozenset({'INTERNET'}),"frozenset({'ACCESS_NETWORK_STATE', 'WAKE_LOCK'})",0.8333333333333334,0.8441558441558441,1.0129870129870129,0.010683760683760646,1.0694444444444438,1,2,3
