INTERNET,READ_LOGS,READ_EXTERNAL_STORAGE,WRITE_EXTERNAL_STORAGE,WRITE_SETTINGS,WAKE_LOCK,MOUNT_UNMOUNT_FILESYSTEMS
ACCESS_COARSE_LOCATION,ACCESS_FINE_LOCATION,INTERNET,WRITE_EXTERNAL_STORAGE,RECORD_AUDIO,BILLING,CAMERA,CHECK_LICENSE,WAKE_LOCK,BIND_GET_INSTALL_REFERRER_SERVICE
WRITE_SETTINGS,INTERNET,WRITE_EXTERNAL_STORAGE,READ_EXTERNAL_STORAGE,READ_CONTACTS,WRITE_CONTACTS,WAKE_LOCK,BIND_GET_INSTALL_REFERRER_SERVICE,READ_PHONE_STATE
INTERNET,SYSTEM_ALERT_WINDOW,ACCESS_COARSE_LOCATION,WAKE_LOCK,BIND_GET_INSTALL_REFERRER_SERVICE
RECORD_AUDIO,CHANGE_WIFI_STATE,INTERNET,READ_PHONE_STATE,USE_CREDENTIALS,WAKE_LOCK,WRITE_EXTERNAL_STORAGE,READ_EXTERNAL_STORAGE,BLUETOOTH,BLUETOOTH_ADMIN,AUTHENTICATE_ACCOUNTS,MANAGE_ACCOUNTS,changed,CONTENT_PROVIDER_ACCESS,CONTENT_NOTIFICATION_ACCESS,UA_DATA,BIND_GET_INSTALL_REFERRER_SERVICE,CONNECT,CAN_RECEIVE_CUSTOM_PUSH,METRICS_PERMISSION,DYN_CONFIG_VALUES_UPDATED,AUTH_SDK,GENERIC_IPC,USE_DEVICE_CREDENTIALS,MANAGE_COR_PFM,CUSTOMER_ATTRIBUTE_SERVICE,CAN_CALL_MAP_INFORMATION_PROVIDER,changed,COLLECT_METRICS,CALL_AMAZON_DEVICE_INFORMATION_PROVIDER,READ_PRELOAD_DEVICE_INFO_PROVIDER,MEDIA_BROWSER_SERVICE
CHECK_LICENSE,CAMERA,READ_EXTERNAL_STORAGE,INTERNET,RECORD_AUDIO,SYSTEM_ALERT_WINDOW,BILLING,WAKE_LOCK,WRITE_EXTERNAL_STORAGE,READ,WRITE,READ_SETTINGS,UPDATE_SHORTCUT,BROADCAST_BADGE,PROVIDER_INSERT_BADGE,UPDATE_COUNT,UPDATE_BADGE,CHANGE_BADGE,READ_SETTINGS,WRITE_SETTINGS,READ_APP_BADGE,READ_SETTINGS,WRITE_SETTINGS,BADGE_COUNT_READ,BADGE_COUNT_WRITE,BIND_GET_INSTALL_REFERRER_SERVICE
INTERNET,READ_GSERVICES,ACCESS_COARSE_LOCATION,ACCESS_FINE_LOCATION,WRITE_EXTERNAL_STORAGE,READ_CALENDAR,WRITE_CALENDAR,READ_CONTACTS,WAKE_LOCK,BIND_GET_INSTALL_REFERRER_SERVICE
RECORD_AUDIO,MODIFY_AUDIO_SETTINGS,READ_EXTERNAL_STORAGE,WRITE_EXTERNAL_STORAGE,WRITE_SETTINGS,INTERNET,MOUNT_UNMOUNT_FILESYSTEMS,WAKE_LOCK,BIND_GET_INSTALL_REFERRER_SERVICE
READ_GSERVICES,INTERNET,MODIFY_AUDIO_SETTINGS,ACCESS_COARSE_LOCATION,ACCESS_FINE_LOCATION,RECORD_AUDIO,ACTIVITY_RECOGNITION,WAKE_LOCK
INTERNET,WAKE_LOCK,ACCESS_COARSE_LOCATION,READ_PHONE_STATE,CHANGE_NETWORK_STATE,BLUETOOTH,BLUETOOTH_ADMIN,WRITE_EXTERNAL_STORAGE,BILLING,BIND_GET_INSTALL_REFERRER_SERVICE,READ_EXTERNAL_STORAGE
